timestamp,sensor1_temp,sensor1_humidity,sensor2_temp,sensor2_humidity
2025-04-01 19:26:52,N/A,N/A,N/A,N/A
2025-04-01 19:26:58,N/A,N/A,N/A,N/A
2025-04-01 19:27:04,N/A,N/A,N/A,N/A
2025-04-01 19:27:09,N/A,N/A,N/A,N/A
2025-04-01 19:27:15,N/A,N/A,N/A,N/A
2025-04-01 19:27:21,N/A,N/A,N/A,N/A
2025-04-01 19:27:27,N/A,N/A,N/A,N/A
2025-04-01 19:27:32,N/A,N/A,N/A,N/A
2025-04-01 19:27:38,N/A,N/A,N/A,N/A
2025-04-01 19:27:44,N/A,N/A,N/A,N/A
2025-04-01 19:27:49,N/A,N/A,N/A,N/A
2025-04-01 19:27:55,N/A,N/A,N/A,N/A
2025-04-01 19:28:01,N/A,N/A,N/A,N/A
2025-04-01 19:28:07,N/A,N/A,N/A,N/A
2025-04-01 19:28:13,N/A,N/A,N/A,N/A
2025-04-01 19:28:19,N/A,N/A,N/A,N/A
2025-04-01 19:28:24,N/A,N/A,N/A,N/A
2025-04-01 19:28:30,N/A,N/A,N/A,N/A
2025-04-01 19:28:36,N/A,N/A,N/A,N/A
2025-04-01 19:28:42,N/A,N/A,N/A,N/A
2025-04-01 19:28:47,N/A,N/A,N/A,N/A
2025-04-01 19:28:53,N/A,N/A,N/A,N/A
2025-04-01 19:28:59,N/A,N/A,N/A,N/A
2025-04-01 19:29:04,N/A,N/A,N/A,N/A
2025-04-01 19:29:10,N/A,N/A,N/A,N/A
2025-04-01 19:29:16,N/A,N/A,N/A,N/A
2025-04-01 19:29:22,N/A,N/A,N/A,N/A
2025-04-01 19:29:27,N/A,N/A,N/A,N/A
2025-04-01 19:29:33,N/A,N/A,N/A,N/A
